	dataset	model	dataset_method	forget_set_size	patch_size	pretrain_iters	pretrain_lr	unlearn_method	exp_name	train_iters	k	factor	kd_T	gamma	alpha	msteps	delete_acc	delete_err	manip_acc	test_acc	manip_clean_acc	test_clean_acc	test_retain_acc	deletion_size	unlearn_time	train_clean_acc	ascLRscale	SSDdampening	selectwt
139	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	EU	unlearn	1500	13						0.12	0.88	0.122	0.1263	0.696	0.6942		200	456.56764026800005	0.95312			
140	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.11	0.89	0.108	0.1088	0.724	0.7387		100	310.6645298639999	0.99704	0.001		
141	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.098	0.908	0.098	0.0921	0.724	0.738		500	40.135715837999996	0.99696		50000.0	100000.0
142	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.12	0.89	0.098	0.0921	0.726	0.7381		100	144.073597348	0.99698		5000.0	1000.0
143	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		5.0	100	0.536	0.472	0.536	0.3537	0.744	0.7419		500	881.8552625109999	0.99702			
144	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.104	0.904	0.098	0.0927	0.726	0.738		250	111.611437097	0.99698		1000.0	10000.0
145	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.015	0.0	0.016	0.0167	0.01	0.0168		400	108.160017481	0.01622		0.05	0.1
146	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	108.47678287	0.99698		5000.0	500.0
147	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.07	0.93	0.086	0.0921	0.726	0.7381		300	541.768791751	0.99698	10.0		
148	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.13142857142857142	0.8685714285714285	0.138	0.1332	0.726	0.7384		350	300.44469206099996	0.99704	0.001		
149	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.08888888888888889	0.9155555555555556	0.086	0.0921	0.726	0.7381		450	566.2688499079999	0.99698	0.1		
150	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.104	0.904	0.098	0.0921	0.726	0.7381		250	113.351056703	0.99698		50000.0	100000.0
151	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.08888888888888889	0.9155555555555556	0.086	0.0921	0.726	0.7381		450	694.1949163060001	0.99698	0.5		
152	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.12	0.89	0.098	0.0921	0.724	0.738		100	40.424887341	0.99696		10000.0	10000.0
153	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.105	0.905	0.098	0.0921	0.724	0.738		200	40.322030115000004	0.99696		10000.0	100000.0
154	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.08	0.92	0.086	0.0921	0.726	0.7381		150	305.472374168	0.99698	5.0		
155	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.04	0.96	0.086	0.0921	0.724	0.738		50	220.28891261100006	0.99696	1.0		
156	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		5.0	100	0.09	0.92	0.1	0.0961	0.756	0.7394		100	459.601452415	0.99708			
157	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		450	113.302467704	0.99698		10000.0	100000.0
158	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.88	0.0	0.886	0.6158	0.588	0.6198		250	112.499423829	0.87552		10.0	100.0
159	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.07428571428571429	0.9257142857142857	0.086	0.0921	0.724	0.738		350	157.617773166	0.99696	1.0		
160	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.5	100	0.08	0.93	0.096	0.0911	0.724	0.7385		100	834.087988548	0.997			
161	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.104	0.904	0.098	0.0936	0.726	0.7384		250	108.725118366	0.99698		5000.0	500.0
162	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.27	0.7333333333333333	0.258	0.1929	0.736	0.7306		300	111.989642826	0.98884		25.0	50.0
163	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.16666666666666666	0.8333333333333334	0.158	0.1424	0.736	0.7383		150	423.7518353189999	0.99708	0.1		
164	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0875	0.0	0.09	0.0817	0.056	0.0821		400	95.52360321200001	0.09148		0.1	0.1
165	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	CF	unlearn	1500	5						0.11333333333333333	0.8966666666666666	0.094	0.0921	0.726	0.7381		300	315.48192113899995	0.99698			
166	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	109.20324786500001	0.99698		5000000.0	1000000.0
167	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.09714285714285714	0.9085714285714286	0.098	0.0921	0.726	0.7381		350	111.987041283	0.99698		10000000.0	1000000.0
168	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	95.005418172	0.99698		10.0	100.0
169	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.1525	0.8475	0.146	0.1385	0.73	0.7386		400	297.97344741700005	0.99708	0.001		
170	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.16	0.84	0.138	0.1308	0.76	0.7427		200	704.1197833230001	0.99728	0.01		
171	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.1	0.9	0.086	0.0921	0.726	0.7381		100	420.683222812	0.99698	0.1		
172	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		150	94.65340439	0.99698		10000.0	10000.0
173	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.116	0.884	0.122	0.1229	0.726	0.7384		250	296.102233057	0.99704	0.001		
174	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.14	0.88	0.098	0.0921	0.726	0.7381		50	143.73521982100002	0.99698		2500.0	500.0
175	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.05	100	0.12666666666666668	0.9	0.124	0.0907	0.732	0.739		300	857.5492448399999	0.99712			
176	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.15333333333333332	0.0	0.18	0.1523	0.128	0.1523		300	109.422512727	0.17508		1.0	0.1
177	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.012	0.0	0.012	0.01	0.01	0.01		250	40.029592178	0.01		0.010000000000000002	0.1
178	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.08	0.92	0.106	0.109	0.728	0.7385		50	305.503638422	0.99708	0.1		
179	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.14	0.88	0.098	0.0927	0.726	0.7381		50	109.093757337	0.99698		500.0	500.0
180	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.10666666666666667	0.9	0.098	0.0921	0.726	0.7381		300	115.38448659	0.99698		500.0	1000.0
181	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.19	0.8133333333333334	0.168	0.1336	0.732	0.7355		300	149.347281917	0.99348		10.0	100.0
182	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.072	0.928	0.086	0.0921	0.724	0.738		250	221.23693432500005	0.99696	0.1		
183	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.12	0.89	0.098	0.0921	0.726	0.7381		100	94.842528004	0.99698		5000.0	500.0
184	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.9428571428571428	0.0	0.944	0.6697	0.662	0.6782		350	102.14824658699999	0.95374		10.0	100.0
185	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.09714285714285714	0.9085714285714286	0.098	0.0921	0.726	0.7381		350	112.59443459399999	0.99698		5000000.0	1000000.0
186	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.01	100	0.136	0.876	0.124	0.0981	0.74	0.7392		250	882.4608156700001	0.99718			
187	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		450	111.695213558	0.99698		50000.0	100000.0
188	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		1.0	100	0.10888888888888888	0.8955555555555555	0.106	0.0939	0.72	0.7383		450	867.542866855	0.99696			
189	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		150	94.425790968	0.99698		50000.0	100000.0
190	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		5.0	100	0.1375	0.8775	0.124	0.0932	0.728	0.7378		400	880.035622689	0.99692			
191	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.12	0.89	0.108	0.0965	0.722	0.7368		100	39.624409545	0.99688		250.0	50.0
192	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.108	0.898	0.108	0.0972	0.724	0.7351		500	108.276712943	0.99478		500.0	50.0
193	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.086	0.918	0.086	0.0921	0.724	0.738		500	208.31307755500004	0.99696	1.0		
194	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.105	0.905	0.098	0.0921	0.726	0.7381		200	112.36243361700001	0.99698		100000.0	100000.0
195	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.344	0.654	0.344	0.2566	0.736	0.7299		500	113.29980662400001	0.98694		100.0	10.0
196	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.098	0.908	0.098	0.0921	0.724	0.738		500	39.983736328	0.99696		5000000.0	1000000.0
197	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.086	0.918	0.086	0.0921	0.726	0.7381		500	306.796559787	0.99698	5.0		
198	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.07	0.93	0.086	0.0921	0.726	0.7381		300	702.5490814369999	0.99698	1.0		
199	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.098	0.908	0.098	0.0921	0.724	0.738		500	40.055111537	0.99696		1000000.0	100000.0
200	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.9733333333333334	0.0	0.976	0.6959	0.694	0.7017		450	107.707083922	0.97352		5.0	10.0
201	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.04	0.96	0.086	0.0921	0.726	0.7381		50	706.693913392	0.99698	10.0		
202	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	107.25727776000001	0.99698		500.0	100.0
203	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.085	0.9175	0.086	0.0921	0.726	0.7381		400	421.493757489	0.99698	0.5		
204	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.13	0.87	0.118	0.1196	0.724	0.7384		200	305.3115838870001	0.99702	0.01		
205	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.104	0.904	0.098	0.0936	0.726	0.7384		250	111.209099497	0.99698		5000.0	1000.0
206	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.085	0.915	0.086	0.0921	0.726	0.7381		200	647.6664708100001	0.99698	10.0		
207	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.5	100	0.14	0.86	0.112	0.0926	0.724	0.7378		50	904.056180504	0.99704			
208	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.08888888888888889	0.9155555555555556	0.086	0.0921	0.724	0.738		450	339.1124046599999	0.99696	5.0		
209	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.3	0.705	0.288	0.2222	0.738	0.7338		200	39.901985542	0.99606		1.0	10.0
210	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		1.0	100	0.13666666666666666	0.89	0.128	0.0938	0.732	0.7375		300	456.7834222759999	0.99704			
211	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.04	0.96	0.086	0.0921	0.726	0.7381		50	710.3745380860001	0.99698	5.0		
212	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.2075	0.7925	0.206	0.1843	0.756	0.7405		400	700.55040979	0.9973	0.01		
213	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		450	107.583406886	0.99698		1000.0	100.0
214	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	114.278777376	0.99698		500000.0	1000000.0
215	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.9542857142857143	0.0	0.956	0.6821	0.708	0.7112		350	112.493150902	0.97656		100.0	100.0
216	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	94.290172829	0.99698		50.0	500.0
217	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.085	0.9175	0.086	0.0921	0.726	0.7381		400	890.8587629330001	0.99698	1.0		
218	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	146.601010237	0.99698		500.0	1000.0
219	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	BadT	unlearn	1500	-1						0.12333333333333334	0.8966666666666666	0.108	0.0921	0.726	0.7381		300	1974.5084881020002	0.99698			
220	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.09714285714285714	0.9085714285714286	0.098	0.0921	0.726	0.7381		350	109.313000268	0.99698		100000.0	10000.0
221	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		0.001	100	0.10888888888888888	0.8977777777777778	0.106	0.0933	0.744	0.7382		450	878.2356466299997	0.99724			
222	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	EU	unlearn	1500	13						0.15	0.87	0.158	0.1175	0.686	0.694		100	456.503654032	0.96046			
223	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	111.46340328299999	0.99698		1000000.0	1000000.0
224	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.104	0.904	0.098	0.0921	0.726	0.7381		250	112.42757293999999	0.99698		100000.0	10000.0
225	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.005	0.0	0.01	0.0151	0.004	0.015		200	40.36358061	0.01464		0.010000000000000002	0.1
226	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.086	0.918	0.086	0.0921	0.726	0.7381		500	865.992836207	0.99698	10.0		
227	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.085	0.9175	0.086	0.0921	0.726	0.7381		400	423.06933130400006	0.99698	0.1		
228	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		10.0	100	0.115	0.89	0.122	0.094	0.756	0.7413		200	457.93940873500003	0.99576			
229	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		10.0	100	0.10666666666666667	0.9133333333333333	0.112	0.0896	0.736	0.7395		150	846.7778218599998	0.99642			
230	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.175	0.83	0.148	0.1251	0.736	0.7363		200	113.832663802	0.99706		10.0	10.0
231	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.02	0.0	0.016	0.01	0.008	0.01		250	113.307478605	0.01		5.0	1.0
232	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.03666666666666667	0.0	0.04	0.0331	0.016	0.0333		300	109.804289836	0.03382		0.5	1.0
233	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.12	0.88	0.13	0.1233	0.748	0.7431		100	953.7136665929997	0.99722	0.05		
234	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		150	113.943460112	0.99698		2500.0	500.0
235	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.03	0.0	0.028	0.017	0.01	0.0171		300	111.643566982	0.01756		0.5	0.1
236	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.175	0.83	0.148	0.1251	0.736	0.7363		200	146.384022372	0.99706		10.0	1.0
237	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.0975	0.91	0.098	0.0921	0.726	0.7381		400	94.276430309	0.99698		100000.0	100000.0
238	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.1	0.9066666666666666	0.098	0.0921	0.724	0.738		150	39.904869261	0.99696		5000000.0	1000000.0
239	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.14	0.88	0.098	0.0921	0.724	0.738		50	40.168441261999995	0.99696		1000000.0	1000000.0
240	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.105	0.905	0.098	0.093	0.726	0.7381		200	97.205569901	0.99698		50.0	50.0
241	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.12	0.88	0.116	0.1173	0.728	0.7385		150	158.77373031099995	0.99706	0.01		
242	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	-1						0.994	0.004	0.994	0.7304	0.764	0.7413		500	697.3071901730002	0.99732	0.001		
243	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.87	0.0	0.87	0.6127	0.582	0.6136		500	115.47901028300001	0.8601		10.0	1.0
244	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.12	0.89	0.098	0.0921	0.726	0.7381		100	112.508557983	0.99698		10000.0	100000.0
245	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.085	0.915	0.086	0.0921	0.726	0.7381		200	418.2784742549999	0.99698	10.0		
246	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.11777777777777777	0.8866666666666667	0.114	0.1027	0.722	0.7359		450	109.478216186	0.99462		10.0	100.0
247	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.01	0.0	0.01	0.01	0.006	0.01		100	113.291820474	0.01		1.0	1.0
248	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.36	0.64	0.356	0.2644	0.742	0.7339		200	146.30004558599998	0.99616		5.0	1.0
249	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.12	0.89	0.098	0.0921	0.726	0.7381		100	94.156044279	0.99698		2500.0	500.0
250	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.085	0.915	0.086	0.0921	0.726	0.7381		200	421.276138249	0.99698	5.0		
251	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.017142857142857144	0.0	0.016	0.01	0.008	0.01		350	102.71215316199999	0.01		1.0	0.1
252	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.965	0.0	0.966	0.6898	0.666	0.6943		400	146.443133224	0.966		0.5	1.0
253	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		10.0	100	0.996	0.012	0.996	0.7281	0.734	0.7423		500	900.1686105819998	0.9964			
254	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.086	0.918	0.086	0.0921	0.726	0.7381		500	425.2868189660001	0.99698	0.01		
255	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	13						0.07	0.93	0.086	0.0921	0.726	0.7381		300	585.8946674560002	0.99698	0.01		
256	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.86	0.092	0.86	0.6112	0.724	0.7237		500	39.422842624	0.98132		50.0	50.0
257	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.13	0.87	0.13	0.1102	0.732	0.7324		500	148.712090649	0.98946		250.0	50.0
258	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.085	0.9175	0.086	0.0921	0.724	0.738		400	159.24936545500003	0.99696	0.1		
259	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		450	111.570680752	0.99698		5000.0	1000.0
260	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.5	0.49	0.53	0.3835	0.73	0.7213		100	115.75260663899999	0.9892		50.0	100.0
261	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.15142857142857144	0.8514285714285714	0.142	0.1166	0.734	0.7347		350	100.975488949	0.99424		1000.0	100.0
262	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		5.0	100	0.11142857142857143	0.8971428571428571	0.11	0.0935	0.738	0.7397		350	900.4031700520001	0.99708			
263	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.098	0.908	0.098	0.0921	0.724	0.7379		500	40.288017414	0.99696		5000.0	1000.0
264	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.01	0.01	0.01	0.01		100	84.579613853	0.01		0.010000000000000002	0.1
265	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.96	0.0	0.962	0.681	0.67	0.6824		450	109.434724829	0.95998		5.0	1.0
266	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	98	-1						0.098	0.908	0.098	0.0921	0.724	0.738		500	39.890043839	0.99696		1000000.0	1000000.0
267	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.97	0.0	0.974	0.6951	0.69	0.702		300	109.945189532	0.97308		5.0	1.0
268	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.1	0.9066666666666666	0.098	0.0921	0.726	0.7381		150	114.657263919	0.99698		10000000.0	1000000.0
269	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.21333333333333335	0.7933333333333333	0.168	0.1393	0.74	0.737		150	112.121271778	0.99712		0.1	0.1
270	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	AscentLearn	unlearn	1500	5						0.165	0.835	0.164	0.1548	0.73	0.7389		400	160.24695061199998	0.99708	0.05		
271	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	Scrub	unlearn	1500	-1		4		10.0	100	0.14222222222222222	0.8622222222222222	0.136	0.11	0.742	0.7382		450	1182.169678941	0.99574			
272	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.10666666666666667	0.9	0.098	0.0921	0.726	0.7381		300	112.815961136	0.99698		500000.0	1000000.0
273	CIFAR100	resnetwide28x10	poisoning	500	3	6000	0.025	SSD	unlearn	99	-1						0.92	0.02	0.906	0.6548	0.71	0.7084		100	94.684151571	0.98126		50.0	10.0
